job_id,job_title,company,location,experience_level,job_description,date_posted,skills,skill_count
4587,Analytics Consultant,Northstar Tech,Bengaluru,Mid,"Join Northstar Tech as a Analytics Consultant! We need someone comfortable with deep neural networks, Advanced Excel, proficiency in Python, Natural Language Processing, AWS to help us build data-driven products.",2026-04-13,"AWS, Deep Learning, Excel, NLP, Python",5
347,Data Engineer,Skyline Solutions,Remote,Mid,"Data Engineer role open at Skyline Solutions. Key requirements include AWS, ML models, Tableau dashboards, MS Excel, proficiency in Python, Natural Language Processing. This is a Mid level position, Remote based.",2026-03-02,"AWS, Excel, Machine Learning, NLP, Python, Tableau",6
503,Power Bi Developer,BrightPath AI,Bengaluru,Mid,"Exciting opportunity for a Power BI Developer at BrightPath AI, Bengaluru. Must have strong knowledge of ML models, AWS, Deep Learning, Advanced Excel, SQL and a passion for solving business problems.",2026-03-04,"AWS, Deep Learning, Excel, Machine Learning, Power BI, SQL",6
1233,Power Bi Developer,Northstar Tech,New York,Entry,"Join Northstar Tech as a Power BI Developer! We need someone comfortable with python programming, AWS, advanced SQL to help us build data-driven products.",2026-01-14,"AWS, Power BI, Python, SQL",4
1644,Analytics Consultant,Unknown,Mumbai,Mid,"We are looking for a Analytics Consultant to join our team in Mumbai. The ideal candidate has hands-on experience with Power BI, AWS, proficiency in Python, ML models. You will work closely with cross-functional teams to deliver insights.",2026-01-22,"AWS, Machine Learning, Power BI, Python",4
834,Data Science Manager,Quantify Labs,Mumbai,Mid,"Quantify Labs is hiring a Data Science Manager (Mid level) based in Mumbai. Required skills: NLP, python programming, SQL queries, Power BI, Tableau, MS Excel. Prior experience with analytics platforms is a plus.",2026-01-18,"Excel, NLP, Power BI, Python, SQL, Tableau",6
2736,Data Science Manager,Quantify Labs,Pune,Entry,"Exciting opportunity for a Data Science Manager at Quantify Labs, Pune. Must have strong knowledge of GenAI, deep neural networks, AWS, PowerBI, python programming, advanced SQL and a passion for solving business problems.",2026-04-22,"AWS, Deep Learning, Generative AI, Power BI, Python, SQL",6
3988,Data Analyst,Skyline Solutions,Delhi Ncr,Lead,"Exciting opportunity for a Data Analyst at Skyline Solutions, Delhi NCR. Must have strong knowledge of AWS, python programming and a passion for solving business problems.",2026-07-11,"AWS, Python",2
1363,Data Scientist,BluePeak Consulting,Bengaluru,Entry,"We are looking for a Data Scientist to join our team in Bengaluru. The ideal candidate has hands-on experience with deep neural networks, Large Language Models, T-SQL. You will work closely with cross-functional teams to deliver insights.",2026-03-30,"Deep Learning, Generative AI, SQL",3
1165,Data Scientist,BluePeak Consulting,Hyderabad,Senior,"BluePeak Consulting is hiring a Data Scientist (Senior level) based in Hyderabad. Required skills: Power BI dashboards, deep neural networks, NLP, T-SQL, Tableau, proficiency in Python. Prior experience with analytics platforms is a plus.",2026-04-08,"Deep Learning, NLP, Power BI, Python, SQL, Tableau",6
3892,Data Science Manager,DataForge,New York,Senior,"Exciting opportunity for a Data Science Manager at DataForge, New York. Must have strong knowledge of Power BI, Tableau dashboards and a passion for solving business problems.",2026-04-26,"Power BI, Tableau",2
2962,Ai Engineer,Northstar Tech,Bengaluru,Mid,"Exciting opportunity for a AI Engineer at Northstar Tech, Bengaluru. Must have strong knowledge of Power BI dashboards, Large Language Models, Deep Learning, NLP, machine-learning, AWS and a passion for solving business problems.",2026-05-19,"AWS, Deep Learning, Generative AI, Machine Learning, NLP, Power BI",6
1426,Data Engineer,BluePeak Consulting,Chennai,Lead,"Data Engineer role open at BluePeak Consulting. Key requirements include LLMs, advanced SQL, python programming, Advanced Excel, Tableau. This is a Lead level position, Chennai based.",2026-02-10,"Excel, Generative AI, Python, SQL, Tableau",5
543,Ai Research Engineer,Skyline Solutions,Pune,Lead,"AI Research Engineer role open at Skyline Solutions. Key requirements include AWS, PowerBI, Excel. This is a Lead level position, Pune based.",2026-05-17,"AWS, Excel, Power BI",3
1492,Nlp Engineer,Quantify Labs,Singapore,Senior,"Exciting opportunity for a NLP Engineer at Quantify Labs, Singapore. Must have strong knowledge of MS Excel, machine-learning, Python, Power BI dashboards, advanced SQL, GenAI and a passion for solving business problems.",2026-01-21,"Excel, Generative AI, Machine Learning, NLP, Power BI, Python, SQL",7
2306,Machine Learning Engineer,Quantify Labs,Delhi Ncr,Lead,"Quantify Labs is hiring a Machine Learning Engineer (Lead level) based in Delhi NCR. Required skills: Python, machine-learning. Prior experience with analytics platforms is a plus.",2026-04-08,"Machine Learning, Python",2
1667,Ai Engineer,Clarity Systems,Pune,Senior,"Exciting opportunity for a AI Engineer at Clarity Systems, Pune. Must have strong knowledge of deep neural networks, Excel, SQL, Amazon Web Services, ML models, Python and a passion for solving business problems.",2026-01-11,"AWS, Deep Learning, Excel, Machine Learning, Python, SQL",6
3565,Data Science Manager,Clarity Systems,Singapore,Mid,"We are looking for a Data Science Manager to join our team in Singapore. The ideal candidate has hands-on experience with Amazon Web Services, advanced SQL, proficiency in Python. You will work closely with cross-functional teams to deliver insights.",2026-02-24,"AWS, Python, SQL",3
566,Data Analyst,DataForge,Bengaluru,Mid,"We are looking for a Data Analyst to join our team in Bengaluru. The ideal candidate has hands-on experience with Natural Language Processing, Advanced Excel, Generative AI, python programming, Tableau dashboards, advanced SQL. You will work closely with cross-functional teams to deliver insights.",2026-06-13,"Excel, Generative AI, NLP, Python, SQL, Tableau",6
264,Data Scientist,Vertex Insights,Mumbai,Entry,"We are looking for a Data Scientist to join our team in Mumbai. The ideal candidate has hands-on experience with python programming, Power BI dashboards. You will work closely with cross-functional teams to deliver insights.",2026-06-23,"Power BI, Python",2
2760,Bi Developer,Unknown,Remote,Lead,"We are looking for a BI Developer to join our team in Remote. The ideal candidate has hands-on experience with Large Language Models, SQL, Excel, python programming, Deep Learning, Machine Learning. You will work closely with cross-functional teams to deliver insights.",2026-03-13,"Deep Learning, Excel, Generative AI, Machine Learning, Python, SQL",6
1325,Machine Learning Engineer,Skyline Solutions,Chennai,Entry,"Join Skyline Solutions as a Machine Learning Engineer! We need someone comfortable with PowerBI, GenAI, AWS, NLP to help us build data-driven products.",2026-02-11,"AWS, Generative AI, Machine Learning, NLP, Power BI",5
382,Machine Learning Engineer,BrightPath AI,Mumbai,Senior,"BrightPath AI is hiring a Machine Learning Engineer (Senior level) based in Mumbai. Required skills: proficiency in Python, Generative AI, Natural Language Processing, Power BI dashboards, MS Excel. Prior experience with analytics platforms is a plus.",2026-04-18,"Excel, Generative AI, Machine Learning, NLP, Power BI, Python",6
4043,Machine Learning Engineer,DataForge,Mumbai,Mid,"DataForge is hiring a Machine Learning Engineer (Mid level) based in Mumbai. Required skills: SQL queries, GenAI, Python, ML models. Prior experience with analytics platforms is a plus.",2026-05-28,"Generative AI, Machine Learning, Python, SQL",4
614,Analytics Consultant,Vertex Insights,Remote,Senior,"Exciting opportunity for a Analytics Consultant at Vertex Insights, Remote. Must have strong knowledge of Deep Learning, NLP, Amazon Web Services, SQL and a passion for solving business problems.",2026-04-10,"AWS, Deep Learning, NLP, SQL",4
4361,Ai Research Engineer,Vertex Insights,Bengaluru,Senior,"Join Vertex Insights as a AI Research Engineer! We need someone comfortable with Python, Generative AI, AWS, Power BI, Excel to help us build data-driven products.",2026-01-06,"AWS, Excel, Generative AI, Power BI, Python",5
3105,Power Bi Developer,Nimbus Data,Bengaluru,Entry,"Power BI Developer role open at Nimbus Data. Key requirements include advanced SQL, python programming, Advanced Excel, AWS, GenAI. This is a Entry level position, Bengaluru based.",2026-04-19,"AWS, Excel, Generative AI, Power BI, Python, SQL",6
4438,Ai Research Engineer,Clarity Systems,Delhi Ncr,Entry,"Join Clarity Systems as a AI Research Engineer! We need someone comfortable with proficiency in Python, Power BI dashboards, machine-learning, deep neural networks to help us build data-driven products.",2026-02-26,"Deep Learning, Machine Learning, Power BI, Python",4
1103,Data Analyst,Alpha Analytics,Delhi Ncr,Mid,"We are looking for a Data Analyst to join our team in Delhi NCR. The ideal candidate has hands-on experience with PowerBI, machine-learning, MS Excel, NLP. You will work closely with cross-functional teams to deliver insights.",2026-07-02,"Excel, Machine Learning, NLP, Power BI",4
1979,Power Bi Developer,Skyline Solutions,Mumbai,Entry,"Skyline Solutions is hiring a Power BI Developer (Entry level) based in Mumbai. Required skills: Python, deep neural networks. Prior experience with analytics platforms is a plus.",2026-07-06,"Deep Learning, Power BI, Python",3
4240,Data Scientist,BluePeak Consulting,Singapore,Senior,"Data Scientist role open at BluePeak Consulting. Key requirements include Power BI dashboards, Tableau. This is a Senior level position, Singapore based.",2026-07-01,"Power BI, Tableau",2
2640,Bi Developer,DataForge,Bengaluru,Mid,"Exciting opportunity for a BI Developer at DataForge, Bengaluru. Must have strong knowledge of Power BI, python programming, machine-learning, Natural Language Processing, SQL queries and a passion for solving business problems.",2026-06-03,"Machine Learning, NLP, Power BI, Python, SQL",5
4161,Machine Learning Engineer,Quantify Labs,Remote,Senior,"Join Quantify Labs as a Machine Learning Engineer! We need someone comfortable with Amazon Web Services, proficiency in Python, Deep Learning to help us build data-driven products.",2026-03-16,"AWS, Deep Learning, Machine Learning, Python",4
1694,Data Science Manager,BluePeak Consulting,New York,Entry,"Data Science Manager role open at BluePeak Consulting. Key requirements include PowerBI, advanced SQL, Tableau dashboards, MS Excel, Amazon Web Services, machine-learning. This is a Entry level position, New York based.",2026-03-05,"AWS, Excel, Machine Learning, Power BI, SQL, Tableau",6
1618,Bi Developer,BrightPath AI,London,Senior,"Join BrightPath AI as a BI Developer! We need someone comfortable with AWS, PowerBI, Natural Language Processing, machine-learning to help us build data-driven products.",2026-03-10,"AWS, Machine Learning, NLP, Power BI",4
3065,Bi Developer,BrightPath AI,Bengaluru,Entry,"Join BrightPath AI as a BI Developer! We need someone comfortable with Generative AI, Tableau dashboards to help us build data-driven products.",2026-03-17,"Generative AI, Tableau",2
33,Power Bi Developer,Skyline Solutions,Mumbai,Senior,"We are looking for a Power BI Developer to join our team in Mumbai. The ideal candidate has hands-on experience with Python, ML models. You will work closely with cross-functional teams to deliver insights.",2026-01-28,"Machine Learning, Power BI, Python",3
2798,Bi Developer,BluePeak Consulting,Delhi Ncr,Entry,"BI Developer role open at BluePeak Consulting. Key requirements include PowerBI, SQL queries, LLMs, NLP, python programming, Machine Learning. This is a Entry level position, Delhi NCR based.",2026-02-15,"Generative AI, Machine Learning, NLP, Power BI, Python, SQL",6
115,Ai Engineer,Nimbus Data,London,Mid,"Join Nimbus Data as a AI Engineer! We need someone comfortable with advanced SQL, Deep Learning, ML models, Power BI, proficiency in Python, Tableau to help us build data-driven products.",2026-02-07,"Deep Learning, Machine Learning, Power BI, Python, SQL, Tableau",6
3220,Analytics Consultant,Alpha Analytics,Unspecified,Mid,"Alpha Analytics is hiring a Analytics Consultant (Mid level) based in Chennai. Required skills: advanced SQL, Power BI. Prior experience with analytics platforms is a plus.",2026-06-22,"Power BI, SQL",2
3206,Bi Developer,BluePeak Consulting,London,Lead,"Join BluePeak Consulting as a BI Developer! We need someone comfortable with MS Excel, Power BI dashboards, ML models, python programming, LLMs, Natural Language Processing to help us build data-driven products.",2026-03-26,"Excel, Generative AI, Machine Learning, NLP, Power BI, Python",6
821,Data Analyst,Clarity Systems,Mumbai,Senior,"Join Clarity Systems as a Data Analyst! We need someone comfortable with PowerBI, python programming, SQL, Natural Language Processing, Large Language Models to help us build data-driven products.",2026-05-13,"Generative AI, NLP, Power BI, Python, SQL",5
